name,cleaned_text,primary_genre,gross_revenue_est_usd,recommendations,is_success
Microsoft Flight Simulator (2020) 40th Anniversary Edition,from light planes to wide body jets to gliders and helicopters fly highly detailed and accurate aircraft in the microsoft flight simulator 40th anniversary edition the world is at your fingertips microsoft flight simulator 40th anniversary edition features 37 airplanes gliders and helicopters with unique flight models 25 handcrafted airports 4 classic commercial airports 14 heliports and 15 glider airports explore your world vivid and detailed landscapes  immerse yourself in the vast and beautiful world that is our planet with over 15 billion buildings 2 trillion trees mountains roads rivers and more living world  the earth is vibrant and everchanging and so is the world of microsoft flight simulator which includes live traffic realtime weather and animals   earn your wings aircraft  hone your pilot skills in a variety of aircraft from light planes to commercial jets with comprehensive flight models every aircraft includes highly detailed and accurate cockpits with realistic instrumentation checklist system  from pro to beginner scale your level from full manual to full assist with interactive and highlighted instrument guidance and checklist test your skill live weather the weather engine enables users to switch on the live weather mode to experience realtime weather including accurate wind speed and direction temperature humidity rain and more day and night engine  experience flight at any time of day or year allowing for night vfr visual flight rules navigation aerodynamic modeling  a stateoftheart physics engine with over 1000 control surfaces per plane allows for a truly realistic experience microsoft flight simulator has fulfilled the aspirations of aviators worldwide for 40 years celebrate the awardwinning franchise with the 40th anniversary edition loaded with allnew features aircraft and content that span the history of aviation the 40th anniversary edition update introduces  1 truetolife airbus a310 airliner  2 helicopters and 14 heliports  2 gliders and 15 glider airports  7 famous historical aircraft including the hughes h4 hercules aka the spruce goose  4 classic commercial airports  24 classic missions from the franchises pastthe deluxe edition includes everything from the standard edition plus 5 additional highly accurate planes with unique flight models and 5 additional handcrafted international airports deluxe additional aircraft  diamond aircraft da40tdi  diamond aircraft dv20  textron aviation beechcraft baron g58  textron aviation cessna 152 aerobat  textron aviation cessna 172 skyhawk deluxe additional handcrafted airports  amsterdam airport schiphol netherlands  cairo international airport egypt  cape town international airport south africa  ohare international airport usa  adolfo suárez madridbarajas airport spainthe premium deluxe edition includes everything from the deluxe edition plus 5 additional highly accurate planes with unique flight models and 5 additional handcrafted international airports premium deluxe additional aircraft  boeing 78710 dreamliner  cirrus aircraft sr22  pipistrel virus sw 121  textron aviation cessna citation longitude  zlin aviation shock ultra premium deluxe additional airports  denver international airport usa  dubai international airport united arab emirates  frankfurt airport germany  heathrow airport united kingdom  san francisco international airport usa from gliders and helicopters to widebody jets fly highly detailed and accurate aircraft in the microsoft flight simulator 40th anniversary edition the world is at your fingertips,Simuladores,127328307.2,67213,1
Virus Blast,you are the new creation of this company a new kind of virtual menace with the task of infiltrating as much as you can into the wide web stealing data as you go shoot yourself up the procedural matrix while the global antivirus will try to stop you with all kind of softwareuse the data you steal to power up and become the ultimate virus invest your progress and reach higher heights every time you play upgrade your cannon for more power faster charge or minimum shooting powerhack the system for some power ups backup artillery or some helpful platforms need some more help what about a powerful head start endless amount of ammo we got it but be careful the higher you get the harder the matrix becomesantivirus engaged save has entered the fray with his unrelenting pursuer drones digital bombs laser walls and the all mighty firewall do not touch what if you could use yourself as a bullet virus blast is fast paced shooter where you are the bullet try to steal as much data as you can while climbing an endless procedural generated matrix all of this while the firewall is stepping on your toes trying to stop you,Acción,0.0,0,0
Solitaire. Elemental Wizards,"solitaire elemental wizards es una historia mágica únete al equipo del archimago y domina el poder de los elementos completa niveles de solitario desbloquea habilidades historias y mundos nuevos solo quien domina los elementos puede restaurar el equilibrio en el mundo disfruta de un nuevo y mágico juego con solitaire elemental wizards

características de solitaire elemental wizards

 decide el destino del consejo de archimagos
 domina los elementos en 200 fantásticos niveles y 5 mundos
 supera obstáculos y consigue trofeos
 descubre una gran colección de bonificaciones y ayudantes solo quien domina los elementos puede restaurar el equilibrio en el mundo",Casual,0.0,0,0
Daybreak Slam,daybreak slam brings nonstop intense fighting action thats super easy to jump into if youre new to fighting games youll feel right at home thanks to innovative simple combat and straightforward controls plus the game has a vibrant and diverse cast of characters each with their own unique style which genre veterans will definitely dig6 game modes arcade  versus  tutorial  training  survival  online multiplayer with quick or ranked match using ggpo rollback netcodethis game is all about the awesome dual gauge systemheat gauge think of this as your active power source you charge it up by attacking or just powering up and then you spend it on your flashiest most powerful movesstatic gauge this ones the steady backup it fills up automatically over time and you can hold a maximum of two stockstime to attackkeep the pressure high with chain and auto combostheyre great for knockdowns or keeping the combo going if you use a resource cancelyour standard damage comes from your light and medium specialsex attacks are beefedup versions of your specials but theyll tap into your heat gaugeplaying defenseheads up your defensive optionsguard cancel attack volt crush and spark releasewill all burn a static gauge stock use them smartlylast stand the quotim about to lose but waitquot mechanicwhen your health bar runs out dont panic you get two highstakes gamechanging moveslast ember a oneshot supercinematic super attackenter the zone this move slows your opponent while can still move at maximum speed time to flip the scriptdaybreak slam has this super cool original vibe and a fantastic lineup of 8 completely unique characters you can grab different skins and tons of color options for them as you play through the gamecheck out nakatomi city and all its cool spots you can seriously boost your experience by unlocking daytime and weather variations for the outside levels plus you can totally customize the look with two awesome art filters pixelart and polydrive stylethat second one is a neat throwback to those first 3d games ever releasedyour personal hangout for grabbing all the cool stuff the game has to offer you can check out and snag tons of collectibles like different character skins and recolors alternate stage variations trophies and a music jukebox plus weve got some fun mini games that are great for casual players and new folks to really get into the world of daybreak slam colorful characters clash in this beginner friendly 2d fighter family friendly themes and aesthetics with simple combat mechanics make daybreak slam a welcoming experience for new players to the genre and allow each character to stand out in their own unique ways that veterans will appreciate,Acción,0.0,0,0
Tormented Souls,el mal acecha en winterlakealgo terrible le ocurre a caroline walker mientras investiga la desaparición de dos mellizas en winterlake caroline que despierta en mitad de la noche desnuda en una bañera y conectada a equipamiento médico en estado decrépito deberá luchar por su vida mientras explora los pasillos de una mansión abandonada vuelta a los juegos clásicos de supervivencia y terrortormented souls se inspira de forma deliberada en los juegos clásicos de supervivencia y terror desde resident evil y silent hill hasta alone in the dark tormented souls es una versión moderna de las aventuras de perspectiva fija que ofrece unos controles modernizados y una cámara más dinámica mientras conserva todo lo esencial de estos juegos tan queridos por sus aficionados combates letaleslas fuerzas oscuras y sus horrores innombrables harán todo lo posible para evitar que caroline descubra la verdad usa todo aquello que encuentres para luchar contra estos males que acechan en la oscuridadno te descuidesvas a necesitar mucho más que una buena puntería y unos buenos reflejos para salir de esta con vida busca en tu entorno para encontrar cualquier cosa que te pueda ayudar combina objetos con inteligencia para resolver puzzles y usar todos los recursos disponibles para explorar los secretos de la mansión y sus terrenosrompecabezas endemoniadossaquea recursos y herramientas esenciales descifra pistas de diarios antaño olvidados y combínalo todo para resolver rompecabezas endemoniados para revelar los secretos de la mansión convertida en hospital portales a otra dimensiónnada es lo que parece en winterlake y cuando descubras un espejo resplandeciente en un rincón oscuro de la mansión verás puesto a prueba tu entendimiento de la realidad a niveles desconocidos no estás sola en la oscuridadla mansión puede parecer abandonada pero a medida que caroline investigue sus secretos las fuerzas oscuras y sus horrores innombrables harán todo lo posible para evitar que descubra la verdad asegúrate de mantenerte alerta en todo momento y de usar todo lo que encuentres para luchar contra los terrores invasores de winterlakepodrá caroline walker escapar conociendo la verdad podrá escapar con vida esperamos de veras que te guste lo que ves aquí no dudes en unirte a nosotros en la sección de la comunidad para ofrecernos tus comentarios y no olvides añadir el juego a tu lista de deseados para que podamos mantenerte al tanto de próximas novedades anuncios y acontecimientos tormented souls te lleva de vuelta a los juegos clásicos de supervivencia y terror y está inspirado en las series originales de resident evil y alone in the dark tormented souls se moderniza para la nueva generación dando un soplo de aire fresco a las aventuras de perspectiva fija,Acción,2522494.0,5707,1
Urbek City Builder,en urbek podrás construir la ciudad que tú quieras gestionando sus recursos naturales mejorando la calidad de vida de la población y construyendo sus barrios a tu manerabarriosda vida a tu ciudad construyendo diferentes barrios quieres un barrio bohemio construye bares parques y bibliotecas pero mantén una baja densidad poblacional en las cercanías quieres un barrio burgués necesitas parques y tiendas de lujogestionano hay dinero todo debes construirlo con recursos propios como comida carbón o trabajo calificado hay más de 30 recursos diferentes cómo producirás la energía para tus habitantes e industrias gestiona bien los recursos naturales para que no se acaben antes de poder reemplazarloseducaobtén suficiente trabajo calificado y trabajo científico para poder construir edificios más avanzadosobservadesplázate por tu ciudad para ser parte de ellacrecimiento orgánicoel crecimiento de tu ciudad será orgánico algunas construcciones aparecerán según las condiciones que haya alrededor por ejemplo edificios de más de dos pisos aparecerán en zonas densamente pobladas y con servicios básicosotras construcciones puedes posicionarlas tú mismo pero necesitan algunas condiciones por ejemplo el mercado agrícola necesita estar cerca de los campos la universidad debe tener al menos algunos liceos en sus vecindades que a su vez necesitan escuelas cerca no existen edificios que sean superiores a otros casas burguesas consumen más comida y necesitan recursos que cuesta más producir mejorar la productividad de las industrias requiere población en los alrededores que tendrán peor calidad de vida urbek es un juego de construcción de ciudades donde puedes construir tus propios barrios bohemios industriales y muchos más no agotes tus recursos naturales antes de tener una población educada para construir estructuras más eficientes,Indie,533650.0,1625,1
Clash: Artifacts of Chaos,zeno editionacerca del juegojuegas en el papel de pseudo un maestro de las artes marciales que vive como un recluso en las extrañas tierras de zenozoik cuando te cruzas con el muchacho una pequeña criatura cuyos poderes han atraído la atención de géminis la señora de los artefactos tomas la decisión de protegerlo inconsciente de las poderosas fuerzas involucradas  explora zenozoikcon influencias tanto surrealistas como de fantasía punk el mundo y las civilizaciones de zenozoik están plagados de personajes criaturas y paisajes fascinantes vaga por este intrigante mundo y descubre sus senderos habitantes y secretos ancestrales  aplasta a tus rivalesen el extraño mundo de zenozoik tus puños son tu mayor arma ataca esquiva aturde bloquea contrarresta una parada para realizar un ataque especial cambia a la vista en primera persona para realizar técnicas únicas tú decides cómo aprovechar cada ocasión para alcanzar la victoria y evitar errores que podrían resultar rápidamente fatídicos   personaliza tu estilo de combateaprende diversas artes marciales durante tu aventura y alterna libremente entre todas ellas dependiendo de la situación los tipos de enemigos y tus preferencias ganar te permitirá mejorar tus características y perfeccionar tus ataques para poder desarrollar tu propio estilo único  atrévete con el desafío del ritualantes de luchar puedes desafiar a tu rival a un juego de dados cuyo ganador definirá las reglas del encuentro normalmente en su favor invocar a un monstruo como aliado cubrir la zona de niebla imponer grilletes que limiten el movimiento lejos de determinar el resultado del combate el ritual representa una oportunidad que aprovechar si ganas o un reto al que sobreponerte con astucia si pierdes  una historia apasionantetu búsqueda de los grandes artefactos para derrotar a géminis te llevará mucho más allá de lo que nunca imaginaste mientras te enfrentas a los mercenarios que te persiguen y forjas tu amistad con el muchacho deberás enfrentarte a tu pasado y sumergirte en el origen de la caótica sociedad de zenozoik clash artifacts of chaos tiene lugar en el mismo universo que zeno clash y zeno clash ii pero se trata de un juego totalmente independiente perseguido por los mercenarios de un enemigo de poder inimaginable el guerrero pseudo y la criatura bajo su protección emprenden una peligrosa misión en los confines de tierras desconocidas,Acción,690662.4,1058,1
Scarleth,scarleth un juego de acción rpg y aventura con elementos de alquimiael comienzo de la aventuratras despertar sobresaltado de una pesadilla que parecía demasiado real leth el joven protagonista de esta historia se ve interrumpido por la llegada de iqnus un valeroso caballero del reino de scarleth con un rostro grave y la voz cargada de urgencia iqnus le revela la terrible noticia su hermana ha sido capturada por las fuerzas enemigassin apenas tiempo para asimilarlo leth comprende que no hay lugar para la duda su camino lo llevará hasta la gélida y lejana tierra de florencia un paraje inhóspito cubierto de nieve y misterio donde su hermana permanece cautiva aguardando su llegada allí entre ventiscas y peligros ocultos deberá enfrentar desafíos que pondrán a prueba no solo su fuerza sino también su determinacióncaracterísticas del juegoun vasto mundo por explorar adentrate en un lugar lleno de secretos misterios pueblos y enemigos a los cuales enfrentar en tu viajeaccesorios y objetos únicos elementos míticos y sagrados que te permitirán jugar con la estrategia que más prefierasdescubre poderosas alquimias combina distintos recursos para crear poderes mágicosexplora todos los secretos una montaña de secretos en todas partessistema de niveles y mejoras podrás subir de nivel además de poder mejorar tus armas armaduras a cambio de piezas de oro en una herreríacompatibilidad total con teclado y mando de xbox podrás controlar el juego cómo más prefieras despiertas de una pesadilla y descubres que tu hermana mayor ha sido secuestrada scarleth es un videojuego de acción rpg en el que deberás recorrer praderas desiertos montañas y luchar contra enemigos en busca de tu hermana perdida,Acción,0.0,0,0
What Lies in the Multiverse,what lies in the multiverse es un juego de puzles y plataformas con historia repleto de jugarretas caos y aventuras en las que se distorsiona la realidadtransformaciones constantesusa el poder del multiverso a tu favor alterna los mundos mientras estás en el aire y transforma los obstáculos en puentes los muros en túneles y los enemigos en aliados eso sí si trasteas con la gravedad atente a las consecuenciasun mundo diversoemprende un viaje donde recorrerás mundos espectaculares de arte de píxel cada uno con una realidad paralela única que podrás recorrer a voluntad explora templos pueblos o puertos y descubre la naturaleza entre otras muchas cosas mientras desbloqueas los secretos del multiversoun reparto muy extravaganteconocerás a todo un elenco de personajes peculiares científicos locos agentes secretos ancianitas adorables monjes cultivados y everett un genio de lo más carismático capaz de saltar por las distintas realidades que promete acompañarte en esta frenética aventura porque te ha contado toda la verdad sobre él no te ha ocultado nada no hay motivos para sospecharuna historia profundauna historia alegre pero con tintes conmovedores que profundiza en la faceta más oscura de la naturaleza humana quotmuy bien hijo hora de partir ya me has causado bastantes problemas y este embrollo no se resolverá soloquot un impresionante juego de puzles y plataformas en mundos del revés cambia de dimensión con solo tocar un botón resuelve acertijos de lógica que te quebrarán el coco y recorre los páramos del multiverso en una historia divertida y sombría donde cambia la realidad tal y como la conoces,Aventura,173052.0,495,1
The Eightfold Path,sumérgete a través de las serenas profundidades de un antiguo bosque y explora el sagrado templo que esconde profunda sabiduría y complejos desafíos  the eightfold path es una aventura de puzles y exploración inmersiva impregnada de las enseñanzas del budismo y que invita al jugador a embarcar en un viaje hacia la iluminación para alcanzar el mayor estado de dicha pura primero debes navegar por el laberinto de deseos y sufrimiento que oscurecen la verdadera armonía la naturaleza una firme compañera en tu viaje te guiará pero el verdadero desafo recae en confrontar los miedos y demonios internos que habitan dentro de ti meditaciónen momentos de agitación busca refugio en la meditación encuentra un sitio tranquilo siéntate y toma un momento para relajarte concéntrate en tu meditación siente los ritmos de tu cuerpo y deja ir los pensamientos transitorios que revolotean en tu mente el camino óctuple está llamando acogerás sus enseñanzas para superar sus desafíos y desbloquear el camino hacia la iluminación el camino de un monje budista es un camino de iluminación ábrete paso a través del bosque místico y descubre criaturas maravillosas lugares mágicos espíritus malignos y acertijos desafiantes que pondrán a prueba si tienes lo que se necesita para convertirte en un buda,Aventura,0.0,0,0
Dirty Wars: September 11,historicalnarrative videogamein the early 1970s in the context of the cold war the nixon administration and the cia supported a coup against salvador allende who had been promoting quotthe chilean way to socialismquot by expropriating and nationalizing important north american capitalswith this support on september 11 1973 the chilean armed forces bombed the la moneda palace and allende was overthrown establishing a civilmilitary dictatorship led by augusto pinochet which lasted 17 years and produced thousands of exiles political prisoners tortured and detained and disappearedchile september 11 1973historical and narrative videogamedirty wars september 11 is an indie narrative and historical video game a fictional story inspired by real events that immerses us in the resistance to the chilean civilmilitary dictatorship through eight levels of play you will take control of maximiliano and abigail a young couple who join the revolutionary committee comirev in chile to fight against the dictatorship8 missions make up the chronology of the game that takes place during the first years of the dictatorship each mission is developed linearly by maximiliano or abigaildinach the regimes bloodthirsty secret police has deployed all resources and financing to eliminate any trace of opposition and remnants of the overthrown democratic governmentthe morbidcompartmentalization mechanicsthis video game has stealth mechanics and graphic adventures where information management is more important than weapons to survive complete missions such as moving from one point to another obtaining information decoding contact points and delivering packages all while passing identity checks it rearticulates the resistance against the military dictatorship from the position of the protagonistsone of the unique mechanics of the game is to obtain information and maintain its compartmentalization through interactive dialogues with other characters in which the quotsuspicion indexquot must be maintained between each conversationcontexts vary in response options depending on the identity of the protagonistidentitiesthe protagonists are constantly forced to change or double their identities to avoid detection in highly risky situations it will be the players task to respond to identity checks or different situations depending on the new identities and biography adoptedpuzzlessome puzzles in the game are based on specific situations from the historical context of the resistance such as sending camouflaged parcels that are not detectable by the regimes secret police or the use of quotcipher textsquot to find points of contact with other members of the resistancethe dictatorship controls the countrys telephone lines contacting by phone is impossiblememory collectiblesit is not enough to finish the story itself in dirty wars you can find numerous collectible items hidden in the levels that are saved in the quotmemoryquot section which is essential to complete the game 100 these collectibles help complement the narrative and context of the historical moment that the video game coversgame experiencedirty wars aims to create an immersive and historical dynamic recreating the vulnerability and asymmetry of the context itself through the minimalism of its user interface and basic actions its artistic sections in level design music and various historical content add to the atmosphere and experience of the game not only entertaining but also teaching about the history of chile and south americathis is a completely chilean and latin american story that shows the culture art music and aesthetics of this region of the world videojuego histórico y narrativo indie sobre los suburbios de la guerra fría en sudamérica,Acción,0.0,0,0
Gematombe,wishlist nowacerca del juegogematombe is an actionpuzzlevsgame where you can play oneonone matches against your friends or the computer launch the ball to hit and break consecutive gems of the same color to achieve incredible chain reactions maximize your chain combos and clear your screen area of gems and win with a gematombeblast through more than 60 levels packed with puzzle action and adventure help pandora the allgifted heroine in her wonderful adventure to capture all the evils that were released in our worldcomplete all story modes and get to know a little more of all the charismatic characters this game has for youthe story and characters on gematombe are based in the greek legend pandora and her boxjarthe base game contains vs mode local  engage your friends in puzzle battle action in this classic couch versus mode you select the stage and the contenders to settle a winner in a race for the first gematombe whos the best find it outstory mode  pick a character and start your journey to capture all the daemons back to the jar or to wreak havoc across the world in this mode you have 6 campaigns packed with funny cutscenes between battlesendless mode  in this mode you will fight in an endless stage to find how long can you stay alive with no other opponent than yourselfsurvivor mode  fight your way against randomly selected enemies try to get as far as you can cause they will keep coming for you6 characters  the game so far has a cast of 6 characters pandora the hope adicia the injustice nosi the plague apate the deceit ania the sorrow khaos the chaos and one secret character to discover gematombe is an actionpuzzlevsgame where you can play oneonone matches against your friends or the computer,Casual,0.0,0,0
Operation8 Project,operation8 proyecto es uno de los grupos mercenarios de élite del mundo eres un mercenario recién contratadotiendahay varias armas disponibles para comprar y utilizar en el juego de ritmo rápidolista de tipos de armassubirás de rango para convertirte en élitemultiplicar modos de juegocombate a muerte por equipos tdmfree for all ffapara que tenga una base un conflito entre 2 faciones o talvez un mundo pos apocalipticoasi las personas que jueguen operation8 no solo jueguen por que es divertido si no que se enamoren del juego por su historia fictisia breve resumen operation8 proyecto es un juego de tiempo basado en habilidades,Acción,0.0,0,0
Hoverise Rebellion,domina el movimiento en un hero shooter vehicular donde la agilidad es tu arma definitiva en un futuro devastado por una rebelión de ia la humanidad depende de pilotos de élite para tomar el control de los hovertanks máquinas de guerra avanzadas que combinan velocidad con agilidad nunca antes vistas en un vehículo y con un poder de fuego devastador inspirado en los duelos de alta habilidad de clásicos como unreal tournament gunz the duel y la estrategia por equipos de los hero shooters modernos hoverise rebellion ofrece una experiencia de combate donde la maestría del movimiento te diferencia de los demás maestría a través del movimiento olvida el combate terrestre en hoverise rebellion el campo de batalla es tridimensional es fácil de aprender pero difícil de dominar movimiento central salta esquiva y deslízate por el mapa con un sistema de control intuitivo y fluidocapa de habilidad única por clase cada hovertank posee habilidades de movimiento únicas que al ser dominadas te permitirán ejecutar combos aéreos fintas a alta velocidad y flanqueos imposibles el movimiento no es solo para desplazarse es tu principal herramienta ofensiva y defensiva  elige tu héroe define tu estilo de combate cada hovertank es pilotado por un héroe único formando personajes y roles tácticos distintos ya sea que prefieras liderar el asalto proteger a tus aliados o controlar el campo de batalla desde la distancia hay un héroe para ti elige tu combinación de clase y arma y descubre sinergias devastadoras el roster de lanzamiento incluirá duelista un duelista agresivo diseñado para romper las líneas enemigas con su velocidad y su rifle de asalto tanque el ancla del equipo un defensor fuertemente blindado que controla el espacio con su escudo de energía y su escopeta de corto alcance táctico cambia el rumbo de la batalla con drones e inteligencia de combate usando las herramientas disponibles para sobrepasar al enemigo  combate táctico por equipos la coordinación es clave para la victoria hoverise rebellion está diseñado desde cero para el juego competitivo por equipos lucha en una variedad de modos de juego clásicos y en nuestro modo insignia quotasaltoquot donde un equipo debe destruir una serie de objetivos mientras el otro defiende con uñas y dientes comunícate con tu equipo combina tus habilidades y ejecuta estrategias coordinadas para alzarte con la victoriacaracterísticas principales combate vehicular de alta velocidad experimenta una libertad de movimiento sin igual en un shooter en tercera persona distintos hovertanks distintos estilos domina clases únicas con habilidades de movimiento y combatemodos de juego competitivos desde el clásico team deathmatch hasta el modo táctico por objetivos quotasaltoquot personalización desbloquea elementos cosméticos para tu piloto y tu hovertank para luchar con estilo la rebelión ha comenzado tienes la habilidad para detenerla añade hoverise rebellion a tu lista de deseados y únete a la lucha domina el arte del movimiento de un nuevo hero shooter vehicular donde la agilidad es tu mejor arma  combina batallas acrobáticas y frenéticas con un combate táctico y explosivo por equipos para aplastar la rebelión de la ia,Acción,0.0,0,0
Heroes of The Sacred Tree,heroes of the sacred tree is a game that mixes beat em up with shotter and platformsthis desert world called udron this planet has a watery center and is fedwith three suns thousands of years ago the primal race called the treasexisted all of them possess the sacred seed called dajhon this seed wasable to ecollect in its body alone with death or a discharge of intenseemotions the seed forms large trees that reached up to the clouds thesetrees called muldrens give life and sacred nectar essential for life in thesetrees great cities flourished and great creatures and different speciesflourished and racesover the centuries these seeds and knowledge disappeared the seedhatchers were transformed into heroes and demigods which had theirnames in the corresponding tree citiesthe struggle to find these seeds and how to control them was the trigger forgreat warsthe story is told like a comic book 6 playable characters with different techniques and special powers change characters in real time inventory system  5 stages 5 big bosses variety of enemies the camera will zoom in or out to show the action and the big creatures andalso the interior of them100  steam deck compatible heroes of the sacred tree is a game that mixes beat em up with shotter and platforms,Acción,0.0,0,0
Re:Agent,reagent  demo disclaimerdisclaimer esta demo de reagent está en proceso de desarrollo algunas características incluyendo la mecánica de resurrección no están completamente implementadas y el arte no es definitivo nuestro objetivo con esta demo es recibir feedback de los jugadores para mejorar y pulir el juegoeste demo es una prueba de concepto es posible que tenga bugs pero es lo que se ha podido lograr con arduo esfuerzo y con muy poco presupuesto reagent ofrece una emocionante experiencia de juego que combina elementos de sigilo acción resolución de puzzles y exploración en esta demo los jugadores podrán sumergirse en el intrigante mundo de agent 314 un agente artificial que debe navegar a través de un entorno peligroso y lleno de intrigacaracterísticas de la demosistema de combate y movimientoversátil y dinámico experimenta combates intensos con una variedad de armas y movimientos fluidossigilo y cautela usa el entorno para esconderte de los enemigos y evitar confrontaciones innecesariasmovimiento ágil navega rápidamente por el mundo utilizando tácticas de sigilo para mantenerte fuera de la vista de los enemigoshistoriaen un mundo fracturado por décadas de conflictos y diferencias ideológicas reagent sumerge a los jugadores en un conflicto encubierto entre dos naciones opuestas la república democrática de abilytia y los estados confederados de ophidia como agent 314 un ser artificial creado por abilytia debes infiltrarte en ophidia para obtener información crucial sobre sus actividades secretas y tecnologías lo que comienza como una misión de espionaje rutinaria rápidamente se convierte en una peligrosa y emocionante travesía por las complejas intrigas de ambas nacionespróximas implementacionesmecánica de resurrección próximamente la demo incluirá la mecánica de resurrección donde cada vez que agent 314 muera renacerá como un nuevo clon utilizando los cuerpos de sus clones anteriores para superar desafíosadaptabilidad personaliza y mejora tus armas para ajustarlas a tu estilo de juegodesafíos creativos resuelve puzzles que requieren un uso ingenioso de los objetos y el entornoexploración detallada investiga cuidadosamente cada área para descubrir secretos y rutas alternativaste invitamos a probar la prueba de concepto de reagent y sumergirte en esta fascinante experiencia de juego explora combate y utiliza el sigilo para avanzar en tu misión mantente atento a futuras actualizaciones que incluirán la innovadora mecánica de resurrección añadiendo aún más profundidad y estrategia al juego asume el papel del agente 314 un espía con una misión secreta en la nación rival de ophidia explora una sociedad distópica enfrenta dilemas éticos y desafíos tácticos podrás descubrir la verdad oculta tras la fachada y completar tu misión antes de que sea demasiado tarde,Acción,0.0,0,0
Genimas: Life reborn,en el mundo de midgar cada vida es un nuevo comienzo pero para drassil es una oportunidad para evolucionar y adaptarse como nunca antes entrena bajo la guía de tu madre freyja hasta que un enfrentamiento fatídico con la serpiente jormungand te lleva a un viaje épico a través de continentes y biomas diversoscaracterísticas principalesciclo de reencarnación y evolución el ciclo de juego central gira en torno al concepto único de transferir energía vital a los quotárboles de la vidaquot al morir o meditar drassil puede optar por reencarnar a través de estos árboles heredando nuevas habilidades adaptadas al bioma en el que renacegenética adaptativa utiliza un sistema de genética detallado para adaptarte a una amplia variedad de entornos desde desiertos cálidos hasta frías tundras con 6 cromosomas que afectan diferentes aspectos del personaje la personalización es clave8 biomas únicos cada bioma presenta sus propios desafíos y criaturas desde desiertos a tundras y pantanos la adaptación es vital para la supervivenciasistema de combate complejo experimenta un combate profundo con una amplia variedad de armas y habilidades genéticas únicas cada enemigo requiere una estrategia diferente y tus habilidades evolutivas jugarán un papel fundamentalsistema de día y noche y ciclo climático los patrones de tiempo y el ciclo diurnonocturno afectan el comportamiento del mundo a tu alrededor añadiendo una capa adicional de complejidadnarrativa envolvente descubre piezas de la historia oculta de midgar y tu propio misterioso pasado mientras avanzas en tu viajeevoluciona adapta y sobrevive en este mundo dinámico y en constante cambio estás listo para enfrentar los desafíos de quotgenimas life rebornquotmecánicas de geneticacuerpo genéticoeste gen cambia el cuerpo de drassil para adaptarlo a diferentes ambientes extremos como temperaturas extremas altas presiones bajo el agua ambientes venenososojos genéticoseste gen activa los poderes visuales de drassil te permite ver enemigos invisibles peligros caminos ocultos lugares ocultosgenética del brazo izquierdola genética del brazo izquierdo transforma el brazo en diferentes herramientas o armas las cuales sirven para resolver los puzzles de los dungeons o vencer enemigos invulnerablesgenética de las piernasla genética de las piernas afecta el movimiento del personaje en el mundo estas están hechas para correr más rápido hacer doble salto poder moverse en arenas movedizas sin hundirse poder moverse sobre hielo sin resbalar moverse con fluidez bajo el agua embárcate en la aventura de tu vida como drassil un guerrero entrenado por freyja en una isla remota con poderes genéticos recién descubiertos viaja a un continente hostil lleno de peligrosos enemigos y ambientes extremos tu misión salvar a la civilización de una calamidad inminente,Acción,0.0,0,0
Logic Circuit: Marble Puzzle,"logical circuit is a beautiful and colorful puzzles game where it will make you think about how to form several paths so that each of the balls reach the end where appropriate

the game has 60 challenges with which you can think and have fun the difficulty is increasing based on the progress of the challenges

the objective of the game is to make metal balls fall on the bottom tray in each tray a certain amount of balls must enter you can define the path of the balls based on the pieces that you place on the board

move the pieces to create a path and get the metal marbles to reach the base of the board you must make each of the bases fall a corresponding number of marbles marble puzzle to spend time where you must fulfill up to 60 challenges move the pieces to create a path and get the metal marbles to reach the base of the board you must make each of the bases fall a corresponding number of marbles",Casual,0.0,0,0
Skull Island: Rise of Kong,"embárcate en una misión de acción y aventura en tercera persona para vengar la muerte de tus padres a manos del depredador alfa definitivo gaw vence a hordas de bestias primitivas y derrota a los esbirros de tus archinémesis en tu camino para convertirte en el legítimo rey de la isla calavera atraviesa la misteriosa isla y descubre su historia y secretos que oculta a medida que recorres pantanos cascadas selva y cuevas llenas de calaveritas que dan poder a la flora y fauna de la isla

 vive los orígenes de un kong huérfano mientras crece hasta convertirse en el rey de la isla calavera

 desata la furia de kong en combate para infligir combos devastadores y aplastar a los esbirros de gaw y usa el modo furia para aumentar la fuerza de tus ataques contra los gigantes moradores subterráneos de la isla

 haz que tus enemigos huyan despavoridos con el aterrador rugido de kong y dales el golpe de gracia con remates únicos

 descubre el relato de la isla calavera mientras desentierras coleccionables desbloqueas zonas de la isla y aprendes sobre la historia de los isleños las exóticas fauna y flora y la rica historia de los kongs

 lleva a kong a lo más alto con eventos especiales y multitud de luchas contra jefes para liberar todo su potencial

 salta y trepa por terrenos montañosos enredaderas de la isla pantanos cuevas ocultas y los distintos entornos de la isla selvática en tu misión para vengar la muerte de tus padres embárcate en una misión para vengar la muerte de tus padres a manos del depredador alfa gaw vence a hordas de bestias primitivas y derrota a los esbirros de tu némesis atraviesa la misteriosa isla y descubre los secretos que ocultan sus pantanos cascadas jungla y cuevas llenas de calaveritas",Acción,109600.0,137,1
